"anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior","total Paro Registrado_min","Cod min_mes","total Paro Registrado_max","Cod max_mes"
"2011","03008",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoleja",17.67,0.25,1.25,8.92,0.33,3.25,3.67,0.5,0.17,1.08,14.58,1.33,7,"07",23,"02"
"2011","03009",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoy/Alcoi",7237.58,344.5,1705.17,1331,324.5,1775.42,1757,95.5,1776,982.17,3721.58,662.33,6965,"07",7417,"03"
"2011","03010",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alfafara",21.83,1,4.75,2.5,0.83,6.5,6.25,0.08,3.75,3,12.25,2.75,16,"07",28,"12"
"2011","03011",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alfàs del Pi, l'",1135.25,52.25,287,197.08,49.08,324.83,225,6.33,44.42,209.58,838.25,36.67,1024,"07",1238,"12"
"2011","03012",10,"Comunitat Valenciana",3,"Alicante/Alacant","Algorfa",228.92,6.33,55.67,42.5,11.08,70,43.33,8.17,33.33,52.83,123.92,10.67,215,"07",248,"10"
"2011","03013",10,"Comunitat Valenciana",3,"Alicante/Alacant","Algueña",163.25,9.75,40.75,30.08,7.5,34.17,41,9.33,56.75,13.67,58.17,25.33,151,"09",174,"11"
"2011","03014",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alicante/Alacant",35675.08,1838.08,9568.25,6972.67,1536.08,9058.17,6701.83,595.17,2260.75,6440.92,23157.92,3220.33,34180,"07",36837,"12"
"2011","03015",10,"Comunitat Valenciana",3,"Alicante/Alacant","Almoradí",2714.83,172.67,834.83,498.5,122.33,663.67,422.83,173.58,359.08,707.92,1203.67,270.58,2646,"01",2806,"12"
"2011","03016",10,"Comunitat Valenciana",3,"Alicante/Alacant","Almudaina",7.08,0.42,1.33,1,0.5,1.75,2.08,0,1,0.33,5.58,0.17,6,"01",11,"12"
"2011","03017",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alqueria d'Asnar, l'",52.92,4.17,13.92,4.67,3.08,18.83,8.25,1,17.92,3.33,24.33,6.33,47,"07",59,"06"
"2011","03018",10,"Comunitat Valenciana",3,"Alicante/Alacant","Altea",1863.25,84.08,519.83,377.08,59.08,513.83,309.33,48.42,80.33,449.58,1216.58,68.33,1701,"08",2028,"12"
"2011","03019",10,"Comunitat Valenciana",3,"Alicante/Alacant","Aspe",2942.58,156.75,765.83,552.58,121,719.25,627.17,315.75,713.58,512,1055.17,346.08,2817,"11",3086,"04"
"2011","03020",10,"Comunitat Valenciana",3,"Alicante/Alacant","Balones",19.25,0.17,3.42,7.83,1.83,2.58,3.42,0,1.67,1,15.92,0.67,12,"07",22,"10"
"2011","03021",10,"Comunitat Valenciana",3,"Alicante/Alacant","Banyeres de Mariola",575.08,28.75,85.33,67.92,28.42,173.92,190.75,3.83,207.92,35.58,212.17,115.58,546,"07",601,"12"
"2011","03022",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benasau",14.67,0.08,5.33,3.33,0,1.83,4.08,0,4,2.67,8,0,11,"07",18,"01"
"2011","03023",10,"Comunitat Valenciana",3,"Alicante/Alacant","Beneixama",127.58,14.58,24.42,22.58,6.58,31.58,27.83,8.83,36.17,9.42,56.83,16.33,119,"02",138,"07"
"2011","03024",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benejúzar",734.67,43.33,221.5,166.42,26.08,159.08,118.25,26.67,92.33,264.83,307.5,43.33,703,"06",760,"11"
"2011","03025",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benferri",197.83,9.42,59.33,36.42,10.42,49.42,32.83,6,23.17,61.25,89,18.42,189,"06",210,"12"
"2011","03026",10,"Comunitat Valenciana",3,"Alicante/Alacant","Beniarbeig",198.42,10.67,53.08,44.67,7.33,48.08,34.58,3.58,19.33,45.17,110.17,20.17,175,"07",218,"03"
"2011","03027",10,"Comunitat Valenciana",3,"Alicante/Alacant","Beniardá",8.92,0.42,2.92,1.92,1,2.08,0.58,1.08,1.17,0.17,6.42,0.08,5,"08",14,"06"
"2011","03028",10,"Comunitat Valenciana",3,"Alicante/Alacant","Beniarrés",110.08,8.17,26.33,30.08,4.42,24.75,16.33,6.42,28.5,24.25,45,5.92,103,"07",117,"05"
"2011","03029",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benigembla",24.58,0,7.08,6,0,7.58,3.92,0.67,3.25,3.33,15.42,1.92,15,"08",30,"05"
"2011","03030",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benidoleig",77.5,1.92,18,15,3.5,19,20.08,1.5,3.25,13.17,51.83,7.75,68,"08",85,"05"
"2011","03031",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benidorm",6452.08,324.25,1628.92,1216.33,280.08,1617.25,1385.25,60.67,206.33,891.25,5078.58,215.25,5412,"08",7435,"02"
"2011","03032",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benifallim",5.75,0.33,1.75,1.33,0.58,0.92,0.83,0,1.17,0.5,3.92,0.17,1,"07",9,"01"
"2011","03033",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benifato",9.83,0.25,1.08,2.83,0,2.92,2.75,0.42,0.92,1.33,7,0.17,4,"08",14,"05"
"2011","03034",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benijófar",270.42,14.83,70.67,62,8.33,67.17,47.42,8,24.08,84.83,144.25,9.25,255,"07",284,"03"
"2011","03035",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benilloba",82.08,2.83,17.92,21.33,1.75,10.75,27.5,0.08,19,13.42,45.42,4.17,67,"08",93,"01"
"2011","03036",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benillup",10.25,1.92,1.33,2.42,0.92,0.42,3.25,1.08,0,0,7.33,1.83,6,"07",15,"12"
"2011","03037",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benimantell",32.5,0.83,13,5.42,2.08,8.25,2.92,1.5,1.83,5.25,23.92,0,20,"09",46,"12"
"2011","03038",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benimarfull",35.5,2.17,9.42,9.17,0.25,5.25,9.25,1,6.75,5.33,18.33,4.08,28,"07",44,"11"
"2011","03039",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benimassot",13.58,1.92,3.08,5.92,0.92,1,0.75,0,0.25,1,12.17,0.17,3,"07",19,"05"
"2011","03040",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benimeli",25.58,1.17,6.83,2.42,0.42,10.5,4.25,0,1.75,8.75,14.75,0.33,21,"07",30,"11"
"2011","03041",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benissa",877.17,47.17,277.58,168.58,39.75,212.83,131.25,10.17,57,217.17,536.58,56.25,784,"07",951,"02"
"2011","03042",10,"Comunitat Valenciana",3,"Alicante/Alacant","Benitachell/Poble Nou de Benitatxell, el",193.67,9,66.67,36.58,6.58,48.08,26.75,2.92,6,63.67,109.33,11.75,173,"08",219,"11"
"2011","03043",10,"Comunitat Valenciana",3,"Alicante/Alacant","Biar",403.58,22.75,72.08,64.67,15,109.58,119.5,11.25,143.58,39.33,167.42,42,387,"06",429,"03"
"2011","03044",10,"Comunitat Valenciana",3,"Alicante/Alacant","Bigastro",1067.17,63.83,325.25,192.42,30.25,268.17,187.25,51.17,187.5,378.67,389.75,60.08,1026,"07",1129,"12"
"2011","03045",10,"Comunitat Valenciana",3,"Alicante/Alacant","Bolulla",16.33,0.75,4.25,3.83,0.25,3.75,3.5,0.25,1,2.5,12.5,0.08,10,"07",26,"06"
"2011","03046",10,"Comunitat Valenciana",3,"Alicante/Alacant","Busot",216.42,17.92,54.5,53.67,9.5,43.42,37.42,2.58,12.83,50.17,132.08,18.75,197,"07",234,"01"
"2011","03047",10,"Comunitat Valenciana",3,"Alicante/Alacant","Calp",1892.58,94.67,555.25,349,89.42,504.17,300.08,20.67,69.17,409.83,1300.25,92.67,1536,"08",2147,"12"
"2011","03048",10,"Comunitat Valenciana",3,"Alicante/Alacant","Callosa d'En Sarrià",578.42,23.17,210.08,120.42,19.67,135.92,69.17,89.08,35.17,155,288,11.17,508,"05",626,"11"
"2011","03049",10,"Comunitat Valenciana",3,"Alicante/Alacant","Callosa de Segura",2264,149.17,674.83,413.08,109.67,529.17,388.08,152.08,472,508.08,914.25,217.58,2201,"02",2335,"08"
"2011","03050",10,"Comunitat Valenciana",3,"Alicante/Alacant","Campello, el",2254.5,95.83,593.25,439.08,76.75,629.75,419.83,24,140.92,456.33,1500.42,132.83,2079,"07",2371,"12"
"2011","03051",10,"Comunitat Valenciana",3,"Alicante/Alacant","Campo de Mirra/Camp de Mirra, el",38.5,1.25,6.33,12.08,3.92,6.25,8.67,2.08,10.5,3.83,12.08,10,33,"05",46,"11"
"2011","03052",10,"Comunitat Valenciana",3,"Alicante/Alacant","Cañada",92.92,6.58,16.92,12.92,6.17,28.08,22.25,4.75,29.5,10.75,35.33,12.58,86,"07",98,"12"
"2011","03053",10,"Comunitat Valenciana",3,"Alicante/Alacant","Castalla",1084,62.75,253.5,211.5,53.83,297.75,204.67,28.67,311.92,235.25,354.92,153.25,1026,"07",1160,"12"
"2011","03054",10,"Comunitat Valenciana",3,"Alicante/Alacant","Castell de Castells",40.33,1.42,9.5,16.08,0.67,5.25,7.42,2.58,2.25,7.67,25.67,2.17,27,"08",49,"03"
"2011","03055",10,"Comunitat Valenciana",3,"Alicante/Alacant","Catral",1017.75,58.58,267.92,174.58,60.42,296,160.25,39.5,242.92,217.08,442.58,75.67,965,"02",1066,"09"
"2011","03056",10,"Comunitat Valenciana",3,"Alicante/Alacant","Cocentaina",1378.42,83.5,308.42,264.83,67.17,302.92,351.58,19.83,389.83,188.42,653.92,126.42,1332,"01",1411,"11"
"2011","03057",10,"Comunitat Valenciana",3,"Alicante/Alacant","Confrides",25.33,0.25,8.08,7.08,0.08,3.75,6.08,2.83,1.17,3.58,16.67,1.08,21,"01",31,"12"
"2011","03058",10,"Comunitat Valenciana",3,"Alicante/Alacant","Cox",601.25,37.83,185.08,95.25,33,175.08,75,31.92,90.33,127.42,295.58,56,572,"01",660,"12"
"2011","03059",10,"Comunitat Valenciana",3,"Alicante/Alacant","Crevillent",4879.17,264.67,1129.58,905.17,241.5,1181.17,1157.08,138.17,1677.25,676.92,1935.33,451.5,4771,"01",5003,"12"
"2011","03060",10,"Comunitat Valenciana",3,"Alicante/Alacant","Quatretondeta",13.17,0.5,3.58,5,0,1.5,2.58,0.92,1,0,10.25,1,7,"08",15,"05"
"2011","03061",10,"Comunitat Valenciana",3,"Alicante/Alacant","Daya Nueva",183.75,12.42,52.83,46.92,7.67,39.17,24.75,7.08,18.17,47.75,94.92,15.83,169,"08",198,"12"
"2011","03062",10,"Comunitat Valenciana",3,"Alicante/Alacant","Daya Vieja",25.17,3.33,6.25,3.58,1.83,6.5,3.67,1.25,3.83,4.33,13,2.75,20,"01",28,"12"
"2011","03063",10,"Comunitat Valenciana",3,"Alicante/Alacant","Dénia",4667.58,213,1217.83,968.5,187.33,1231.75,849.17,44.75,327.25,1017.58,2830.08,447.92,4254,"07",4905,"02"
"2011","03064",10,"Comunitat Valenciana",3,"Alicante/Alacant","Dolores",888.92,62.92,259.83,171.25,43.58,218.83,132.5,37.5,158.58,209.67,394.92,88.25,864,"01",931,"10"
"2011","03065",10,"Comunitat Valenciana",3,"Alicante/Alacant","Elche/Elx",34760.83,1693.75,7586.83,6597.83,1433.42,8620.75,8828.25,635.08,10167.17,4914,16224.42,2820.17,33718,"07",35414,"12"
"2011","03066",10,"Comunitat Valenciana",3,"Alicante/Alacant","Elda",8495.17,480.58,1662.83,1569.33,381.92,1908.33,2492.17,137,3295.5,935.42,3433.67,693.58,8335,"07",8725,"04"
"2011","03067",10,"Comunitat Valenciana",3,"Alicante/Alacant","Facheca",11.92,0.75,2.25,2.5,0.58,1,4.83,0.17,1,0.08,9.5,1.17,6,"08",16,"03"
"2011","03068",10,"Comunitat Valenciana",3,"Alicante/Alacant","Famorca",3.5,0.08,0.67,1.83,0,0.17,0.75,0,0,0,3.5,0,0,"07",6,"03"
"2011","03069",10,"Comunitat Valenciana",3,"Alicante/Alacant","Finestrat",412.17,13.42,115.92,88.75,10.67,118.17,65.25,7.58,19.08,71.25,301.83,12.42,362,"08",448,"03"
"2011","03070",10,"Comunitat Valenciana",3,"Alicante/Alacant","Formentera del Segura",378.42,21.75,112.42,84.58,14.83,93.83,51,18.42,41.17,117.75,177,24.08,361,"05",395,"03"
"2011","03071",10,"Comunitat Valenciana",3,"Alicante/Alacant","Gata de Gorgos",544.17,31.67,169.08,120.42,22,124.58,76.42,9.92,64.92,152,263.08,54.25,507,"08",564,"12"
"2011","03072",10,"Comunitat Valenciana",3,"Alicante/Alacant","Gaianes",38.42,3.58,8.92,9.5,2.25,8.17,6,1.17,7.75,5.5,22.08,1.92,28,"07",44,"04"
"2011","03073",10,"Comunitat Valenciana",3,"Alicante/Alacant","Gorga",22.58,3.17,2.42,3.75,1.5,2.83,8.92,0,4,1.83,14.17,2.58,15,"07",29,"12"
"2011","03074",10,"Comunitat Valenciana",3,"Alicante/Alacant","Granja de Rocamora",218.5,20,70.33,38.33,8.17,52.75,28.92,6,41.92,40.67,109.33,20.58,204,"02",240,"12"
"2011","03075",10,"Comunitat Valenciana",3,"Alicante/Alacant","Castell de Guadalest, el",8.67,1.42,0.67,4.42,0.25,1.08,0.83,0,1,0.58,5.58,1.5,6,"10",11,"04"
"2011","03076",10,"Comunitat Valenciana",3,"Alicante/Alacant","Guardamar del Segura",1097.83,43.58,300,202.92,42.58,301.17,207.58,37,60.92,218.25,755.42,26.25,943,"08",1255,"12"
"2011","03077",10,"Comunitat Valenciana",3,"Alicante/Alacant","Fondó de les Neus, el/Hondón de las Nieves",243.75,10.58,52.5,48.92,12.75,54.58,64.42,23.17,59.75,23.67,94,43.17,234,"12",253,"08"
"2011","03078",10,"Comunitat Valenciana",3,"Alicante/Alacant","Hondón de los Frailes",82.92,4,24.75,16.58,5.75,15.83,16,3.83,17.25,12.42,39.75,9.67,73,"07",91,"12"
"2011","03079",10,"Comunitat Valenciana",3,"Alicante/Alacant","Ibi",2965.75,171.58,625.58,447,143.58,819.33,758.67,65.17,1167.58,305.92,1063.67,363.42,2871,"10",3126,"12"
"2011","03080",10,"Comunitat Valenciana",3,"Alicante/Alacant","Jacarilla",213.42,15,48.5,47.83,10.58,51.67,39.83,8.25,39.75,57.33,87.25,20.83,198,"07",239,"12"
"2011","03081",10,"Comunitat Valenciana",3,"Alicante/Alacant","Xaló",198.67,9.25,56.92,48.42,5.92,47.17,31,3.33,22.17,43.42,120.08,9.67,179,"08",209,"02"
"2011","03082",10,"Comunitat Valenciana",3,"Alicante/Alacant","Jávea/Xàbia",1985.08,95.33,550.5,445.17,71.67,506.92,315.5,24.33,115.67,505.42,1144.17,195.5,1773,"08",2202,"12"
"2011","03083",10,"Comunitat Valenciana",3,"Alicante/Alacant","Jijona/Xixona",463.42,48,108.58,90.08,39.17,104.5,73.08,8.83,163.08,59.08,208,24.42,358,"09",536,"02"
"2011","03084",10,"Comunitat Valenciana",3,"Alicante/Alacant","Lorcha/Orxa, l'",62,4.75,10.67,17.58,4.83,10.58,13.58,2.17,17,8.08,30.58,4.17,53,"07",69,"01"
"2011","03085",10,"Comunitat Valenciana",3,"Alicante/Alacant","Llíber",38.58,1.33,11.5,10.42,1,7.5,6.83,0,1.5,13.58,22.25,1.25,32,"09",49,"03"
"2011","03086",10,"Comunitat Valenciana",3,"Alicante/Alacant","Millena",15.75,1.08,5.33,2.75,0.17,3,3.42,0.42,3.42,1,10.58,0.33,8,"08",20,"01"
"2011","03088",10,"Comunitat Valenciana",3,"Alicante/Alacant","Monforte del Cid",752.92,53,228.25,139.17,43.83,198.08,90.58,146.33,119.33,162.67,245.17,79.42,689,"10",810,"03"
"2011","03089",10,"Comunitat Valenciana",3,"Alicante/Alacant","Monóvar/Monòver",2236.92,129.25,464.17,439.25,105.08,495.5,603.67,47.17,949.33,245.25,738.67,256.5,2127,"07",2347,"01"
"2011","03090",10,"Comunitat Valenciana",3,"Alicante/Alacant","Mutxamel",2073.58,117.75,608.83,418.83,87.17,499.5,341.5,34.42,150.83,467.25,1282.83,138.25,1956,"07",2209,"11"
"2011","03091",10,"Comunitat Valenciana",3,"Alicante/Alacant","Murla",23.5,2.17,6.83,6.17,1.08,5.67,1.58,0.75,0,4.25,16.67,1.83,17,"08",30,"04"
"2011","03092",10,"Comunitat Valenciana",3,"Alicante/Alacant","Muro de Alcoy",1008.92,47.25,249.5,174.25,35.75,304.17,198,17.58,291.5,148,475.92,75.92,963,"07",1046,"03"
"2011","03093",10,"Comunitat Valenciana",3,"Alicante/Alacant","Novelda",3365.5,217.25,882.83,643.67,171,795,655.75,381.75,794.33,534.33,1184.42,470.67,3203,"11",3521,"04"
"2011","03094",10,"Comunitat Valenciana",3,"Alicante/Alacant","Nucia, la",1208.17,64.5,328.58,201.67,41.42,359.92,212.08,22.08,64,201.75,886.58,33.75,1118,"06",1327,"12"
"2011","03095",10,"Comunitat Valenciana",3,"Alicante/Alacant","Ondara",833.08,43.58,246.42,179.58,36.83,209.5,117.17,6.5,65.17,205.75,476,79.67,775,"07",875,"03"
"2011","03096",10,"Comunitat Valenciana",3,"Alicante/Alacant","Onil",886.75,54.33,185.75,158.83,36.5,241.17,210.17,14.08,336.08,107.92,352.08,76.58,810,"10",937,"01"
"2011","03097",10,"Comunitat Valenciana",3,"Alicante/Alacant","Orba",114.92,5.67,30.58,20.83,3.5,28.5,25.83,2.25,10.83,11.58,80.67,9.58,109,"01",122,"04"
"2011","03098",10,"Comunitat Valenciana",3,"Alicante/Alacant","Orxeta",73.25,3.58,17,16.08,3.92,19.17,13.5,2.33,3.92,10.5,50.17,6.33,67,"06",78,"03"
"2011","03099",10,"Comunitat Valenciana",3,"Alicante/Alacant","Orihuela",7367.17,463.92,2093.33,1418.58,315.83,1880.17,1195.33,283.67,813.92,2256.08,3463.33,550.17,7185,"01",7693,"11"
"2011","03100",10,"Comunitat Valenciana",3,"Alicante/Alacant","Parcent",56.83,3.58,18.25,13.42,4.75,8.75,8.08,0.33,3.67,21.5,29.33,2,46,"07",62,"12"
"2011","03101",10,"Comunitat Valenciana",3,"Alicante/Alacant","Pedreguer",699.25,32.5,196.58,147.5,29.67,174.08,118.92,7.67,108.92,150.08,357.83,74.75,654,"07",747,"12"
"2011","03102",10,"Comunitat Valenciana",3,"Alicante/Alacant","Pego",840.75,51.58,232.58,155.17,57.5,219.92,124,38,76.92,177.67,450.33,97.83,784,"01",869,"09"
"2011","03103",10,"Comunitat Valenciana",3,"Alicante/Alacant","Penàguila",28.25,1.33,6.58,7.67,2,6.58,4.08,0.5,3.5,3.67,19.92,0.67,17,"07",38,"12"
"2011","03104",10,"Comunitat Valenciana",3,"Alicante/Alacant","Petrer",5576.67,363.08,1018.25,916.33,253,1450.83,1575.17,36.58,2447.25,604.17,2174,314.67,5365,"07",5792,"04"
"2011","03105",10,"Comunitat Valenciana",3,"Alicante/Alacant","Pinós, el/Pinoso",856.92,48.75,205.92,181.67,33.25,242.33,145,45.67,300.5,82.33,312.67,115.75,832,"05",889,"02"
"2011","03106",10,"Comunitat Valenciana",3,"Alicante/Alacant","Planes",72.83,5.17,20.83,16.92,4.33,11.42,14.17,8.33,13.83,12.92,28,9.75,59,"07",82,"12"
"2011","03107",10,"Comunitat Valenciana",3,"Alicante/Alacant","Polop",345.92,13.33,107.17,67.08,12.83,97.67,47.83,5.25,27.5,75.33,225.17,12.67,320,"08",369,"02"
"2011","03109",10,"Comunitat Valenciana",3,"Alicante/Alacant","Rafal",576.25,37.67,204.25,128.75,18.83,134.75,52,32.33,52.42,231.83,220.08,39.58,555,"06",609,"01"
"2011","03110",10,"Comunitat Valenciana",3,"Alicante/Alacant","Ràfol d'Almúnia, El",29.83,4.42,6,6.17,1,6.08,6.17,0.33,1.17,4.42,21.67,2.25,22,"07",37,"12"
"2011","03111",10,"Comunitat Valenciana",3,"Alicante/Alacant","Redován",1154,89.58,317.58,227.17,50.25,284,185.42,58.58,138.33,360.42,512,84.67,1088,"02",1188,"12"
"2011","03112",10,"Comunitat Valenciana",3,"Alicante/Alacant","Relleu",72.17,5.67,15.83,16.08,1.92,15.5,17.17,0.25,2.5,14.92,49.92,4.58,62,"08",82,"11"
"2011","03113",10,"Comunitat Valenciana",3,"Alicante/Alacant","Rojales",816.08,64.92,226.08,193.58,29.5,161.5,140.5,36.67,60.08,242.33,449.67,27.33,785,"05",864,"12"
"2011","03114",10,"Comunitat Valenciana",3,"Alicante/Alacant","Romana, la",240.42,14,54.67,52.33,19.25,65,35.17,30,70.58,20.75,86.58,32.5,219,"11",259,"04"
"2011","03115",10,"Comunitat Valenciana",3,"Alicante/Alacant","Sagra",25.92,1.42,7.08,6.33,0.33,3.17,7.58,0.08,2.25,6.92,13.17,3.5,21,"06",31,"12"
"2011","03116",10,"Comunitat Valenciana",3,"Alicante/Alacant","Salinas",256.5,14.83,39,41.58,19.5,51.42,90.17,7.17,120.83,24.17,89.58,14.75,238,"02",282,"12"
"2011","03117",10,"Comunitat Valenciana",3,"Alicante/Alacant","Sanet y Negrals",43.42,4,12.17,7.33,2.42,9,8.5,1.92,2.25,9.08,25.83,4.33,33,"08",53,"02"
"2011","03118",10,"Comunitat Valenciana",3,"Alicante/Alacant","San Fulgencio",517.25,24.83,145,108.67,26.92,108.08,103.75,14.92,58.25,111,280.75,52.33,497,"01",535,"07"
"2011","03119",10,"Comunitat Valenciana",3,"Alicante/Alacant","Sant Joan d'Alacant",1962.58,93.17,535.25,358.25,84.58,542.83,348.5,23.83,120.42,377.33,1277.92,163.08,1834,"07",2089,"12"
"2011","03120",10,"Comunitat Valenciana",3,"Alicante/Alacant","San Miguel de Salinas",500,26.75,134.5,100.75,26.75,122.42,88.83,24.75,18.5,140.08,292.92,23.75,467,"07",525,"11"
"2011","03121",10,"Comunitat Valenciana",3,"Alicante/Alacant","Santa Pola",3053.17,184.92,793.5,470.67,150.5,914.83,538.75,38,299.67,433.25,2068.25,214,2662,"08",3249,"11"
"2011","03122",10,"Comunitat Valenciana",3,"Alicante/Alacant","San Vicente del Raspeig/Sant Vicent del Raspeig",5966.75,326.92,1727.17,1067.17,260.83,1685.17,899.5,72.67,530.17,1266,3502.58,595.33,5646,"07",6294,"12"
"2011","03123",10,"Comunitat Valenciana",3,"Alicante/Alacant","Sax",1424.58,84.83,257.92,262.42,81,353,385.42,23.83,598.83,109.58,503.67,188.67,1372,"06",1462,"11"
"2011","03124",10,"Comunitat Valenciana",3,"Alicante/Alacant","Sella",38.58,2.5,16.25,9.83,0.92,3.75,5.33,2,0.92,13,21.17,1.5,36,"07",43,"05"
"2011","03125",10,"Comunitat Valenciana",3,"Alicante/Alacant","Senija",52.17,3.25,18.17,13.92,0.75,11.25,4.83,0.42,5.08,16.67,29.08,0.92,47,"07",60,"12"
"2011","03127",10,"Comunitat Valenciana",3,"Alicante/Alacant","Tàrbena",33.17,1,9.75,8.08,1.25,8.42,4.67,0.42,0.25,7.25,23.33,1.92,26,"08",40,"05"
"2011","03128",10,"Comunitat Valenciana",3,"Alicante/Alacant","Teulada",674.75,36.5,176.42,127.33,32.33,200.83,101.33,9.08,29.92,153,448.33,34.42,552,"07",769,"02"
"2011","03129",10,"Comunitat Valenciana",3,"Alicante/Alacant","Tibi",115.33,9.58,24.17,22.58,4.25,28.58,26.17,0.58,33.83,15.25,60.42,5.25,103,"07",138,"12"
"2011","03130",10,"Comunitat Valenciana",3,"Alicante/Alacant","Tollos",3.42,0.33,2.17,0.75,0.08,0,0.08,0,0,0.58,2.83,0,0,"08",7,"12"
"2011","03131",10,"Comunitat Valenciana",3,"Alicante/Alacant","Tormos",18.17,1.5,4.42,3.33,0.92,3.25,4.75,0.25,3.67,3.33,9.83,1.08,13,"06",23,"09"
"2011","03132",10,"Comunitat Valenciana",3,"Alicante/Alacant","Torremanzanas/Torre de les Maçanes, la",51.33,4.25,12.08,12.42,4.58,9.08,8.92,0.17,14.25,8.33,26.25,2.33,43,"01",59,"06"
"2011","03133",10,"Comunitat Valenciana",3,"Alicante/Alacant","Torrevieja",10010.25,456.5,2700.75,2009.25,404.17,2514.75,1924.83,301.58,453.5,2443.67,6436.83,374.67,9100,"08",10518,"03"
"2011","03134",10,"Comunitat Valenciana",3,"Alicante/Alacant","Vall d'Alcalà, la",11.17,0,2.08,2.75,0,4.17,2.17,0,0.42,2.25,8.5,0,4,"07",14,"02"
"2011","03135",10,"Comunitat Valenciana",3,"Alicante/Alacant","Vall d'Ebo, la",17.25,2.5,3.25,3.75,0.42,2.92,4.42,4.25,0.33,2.08,8.58,2,8,"07",23,"05"
"2011","03136",10,"Comunitat Valenciana",3,"Alicante/Alacant","Vall de Gallinera",30.92,4.5,8.75,7.33,1.17,7.33,1.83,0.83,0.67,5.5,17.17,6.75,25,"08",36,"12"
"2011","03137",10,"Comunitat Valenciana",3,"Alicante/Alacant","Vall de Laguar, la",60,3.08,11.92,20,3,12.5,9.5,3.67,2.83,12.58,32.83,8.08,45,"08",70,"12"
"2011","03138",10,"Comunitat Valenciana",3,"Alicante/Alacant","Verger, el",575,38.58,147.42,133.5,26.5,144.58,84.42,12.17,58.33,157.92,282.08,64.5,535,"01",617,"10"
"2011","03139",10,"Comunitat Valenciana",3,"Alicante/Alacant","Villajoyosa/Vila Joiosa, la",3910.92,203.42,1112.58,779.5,183.08,976,656.33,71,295.92,869.92,2410.92,263.17,3565,"08",4205,"12"
"2011","03140",10,"Comunitat Valenciana",3,"Alicante/Alacant","Villena",4407.92,249.92,947.83,736.83,199.83,1110.25,1163.25,221.25,1369.33,575.17,1595.08,647.08,4220,"01",4593,"12"
"2011","03901",10,"Comunitat Valenciana",3,"Alicante/Alacant","Poblets, els",168.58,3.83,43.67,35.17,5.33,42.25,38.33,1.75,20.83,28.17,106.25,11.58,151,"07",190,"12"
"2011","03902",10,"Comunitat Valenciana",3,"Alicante/Alacant","Pilar de la Horadada",1406.25,72.17,490.08,238.92,58.92,359,187.17,143.92,107.92,359.83,750.67,43.92,1211,"07",1571,"12"
"2011","03903",10,"Comunitat Valenciana",3,"Alicante/Alacant","Montesinos, Los",493.75,31.25,143.33,97.42,22.25,128.5,71,31,39.67,134.42,269.33,19.33,470,"07",527,"11"
"2011","03904",10,"Comunitat Valenciana",3,"Alicante/Alacant","San Isidro",261.67,19.92,59.75,43.58,19.58,65.33,53.5,1.25,50.83,53,141.33,15.25,241,"07",273,"01"
"2011","04001",1,"Andalucía",4,"Almería","Abla",99.67,10.92,30.83,26.17,5.75,16.92,9.08,6.67,8.67,22.67,49.58,12.08,90,"05",122,"02"
"2011","04002",1,"Andalucía",4,"Almería","Abrucena",73.17,4.92,19.5,22.33,4.17,14.08,8.17,7.42,4.92,17.83,36.33,6.67,65,"04",86,"10"
"2011","04003",1,"Andalucía",4,"Almería","Adra",3036.58,178.17,919.83,521,147.25,774.75,495.58,314.25,187.92,875.42,1290.25,368.75,2734,"12",3419,"08"
"2011","04004",1,"Andalucía",4,"Almería","Albánchez",35.67,3.25,13,5.5,1.92,9.5,2.5,0.42,6,9.92,13.58,5.75,28,"08",46,"11"
"2011","04005",1,"Andalucía",4,"Almería","Alboloduy",40.83,1.25,13.25,7.75,2.67,13.83,2.08,2.25,0.92,13,22.75,1.92,35,"02",51,"12"
